id_colaborador,id_ultimo_jefe,seniority,modalidad_trabajo,distancia_oficina,dias_baja_salud,genero,canal_reclutamiento,permanencia_promedio,fecha_nacimiento,salario,performance_score,psi_score,fecha_incorporacion,estado_civil,abandono_6meses
102761,102115.0,1,Presencial,2.07,2,Mujer,Portal Web,5,2/06/1980,807748,82.0,72,7/11/2018,Soltero,0
103077,102094.0,1,Presencial,5.185,1,Mujer,Referidos,5,1/09/1976,277827,82.0,82,24/08/2018,Soltero,0
103530,102048.0,1,Presencial,2.575,6,Hombre,Referidos,12,28/09/1972,642018,82.0,77,21/07/2015,Viudo,0
103090,102102.0,1,Presencial,3.31,11,Hombre,Linkedin,8,16/07/1969,800231,82.0,85,14/01/2018,Viudo,0
103962,102109.0,1,Presencial,2.1,1,Hombre,Portal Web,6,15/08/1962,921644,82.0,89,5/01/2021,Casado,1
100372,102111.0,1,Presencial,1.625,3,Mujer,Portal Web,1,14/09/1998,141936,81.0,70,13/12/2018,Soltero,0
101785,102049.0,1,Presencial,5.025,2,Hombre,Linkedin,3,26/04/1996,186569,81.0,74,3/02/2015,Casado,1
100897,102035.0,1,Presencial,1.35,1,Hombre,Portal Web,4,4/10/1995,191919,81.0,77,7/03/2012,Divorciado,0
101563,102156.0,1,Presencial,2.21,1,Hombre,Portal Web,6,8/07/1986,365410,81.0,79,10/05/2022,Soltero,0
100045,102111.0,1,Presencial,5.645,1,Hombre,Ferias & Networking,5,15/05/1968,720396,81.0,78,2/09/2019,Casado,1
101467,102067.0,1,Presencial,1.75,1,Mujer,Portal Web,11,14/01/1965,893799,81.0,70,8/06/2017,Viudo,0
102668,102035.0,1,Presencial,1.375,1,Hombre,Portal Web,4,8/08/1995,192261,81.0,77,9/03/2012,Divorciado,0
102245,102159.0,1,Presencial,4.365,2,Hombre,Referidos,3,30/10/1989,310700,81.0,68,21/06/2022,Casado,0
102175,102031.0,1,Presencial,6.79,2,Hombre,Ferias & Networking,7,2/07/1976,281759,81.0,77,12/02/2014,Casado,0
103914,102054.0,1,Presencial,3.16,3,Mujer,Portal Web,8,7/03/1975,299521,81.0,77,25/07/2013,Soltero,1
103003,102111.0,1,Presencial,5.65,0,Hombre,Ferias & Networking,5,25/02/1968,714685,81.0,78,2/09/2019,Casado,0
101071,102088.0,1,Presencial,3.41,2,Hombre,Linkedin,1,15/12/2001,99186,80.0,83,27/05/2018,Soltero,0
100763,102086.0,1,Presencial,3.655,1,Hombre,Portal Web,6,19/02/1994,210510,80.0,78,18/05/2017,Soltero,0
100280,102129.0,1,Presencial,6.57,2,Mujer,Ferias & Networking,9,4/05/1983,430494,80.0,67,7/01/2023,Casado,0
100362,102034.0,1,Presencial,5.225,1,Mujer,Referidos,6,27/09/1982,445509,80.0,64,7/01/2014,Soltero,0
100882,102065.0,1,Presencial,1.395,3,Hombre,Portal Web,7,12/01/1977,433548,80.0,69,27/12/2016,Casado,0
101469,102054.0,1,Presencial,3.14,2,Mujer,Portal Web,8,5/03/1975,293969,80.0,77,26/07/2013,Soltero,1
100023,102101.0,1,Presencial,1.28,11,Hombre,Portal Web,15,5/06/1973,306176,80.0,66,9/10/2017,Divorciado,1
100132,102076.0,1,Presencial,3.795,2,Hombre,Portal Web,4,26/11/1973,307837,80.0,67,14/09/2015,Casado,0
100979,102171.0,1,Presencial,2.23,1,Mujer,Linkedin,3,29/04/1972,642745,80.0,70,23/11/2022,Divorciado,1
100363,102057.0,1,Presencial,2.22,2,Mujer,Portal Web,11,10/05/1972,638836,80.0,74,27/09/2014,Divorciado,1
104074,102088.0,1,Presencial,3.4,2,Hombre,Linkedin,1,17/10/2001,99040,80.0,83,30/05/2018,Soltero,1
103781,102156.0,1,Presencial,1.485,2,Hombre,Portal Web,1,6/07/2000,120679,80.0,87,19/04/2023,Soltero,0
102815,102041.0,1,Presencial,5.12,2,Mujer,Referidos,3,27/10/2000,117569,80.0,64,3/05/2015,Soltero,0
102782,102109.0,1,Presencial,1.765,1,Mujer,Ferias & Networking,3,1/02/1997,182659,80.0,80,4/08/2020,Soltero,0
103315,102049.0,1,Presencial,5.04,2,Hombre,Linkedin,3,9/08/1996,187279,80.0,74,2/02/2015,Casado,0
103770,102086.0,1,Presencial,3.615,1,Hombre,Portal Web,6,3/03/1994,207710,80.0,78,19/05/2017,Soltero,1
102601,102035.0,1,Presencial,2.6,2,Hombre,Portal Web,7,19/11/1987,352315,80.0,77,17/09/2014,Casado,0
103142,102033.0,1,Presencial,2.725,1,Hombre,Portal Web,9,22/03/1986,388595,80.0,81,9/07/2012,Casado,0
102621,102034.0,1,Presencial,5.23,0,Mujer,Referidos,6,8/10/1982,452707,80.0,64,7/01/2014,Soltero,0
103171,102106.0,1,Presencial,5.745,1,Hombre,Linkedin,5,22/12/1981,468190,80.0,83,30/11/2019,Soltero,1
102678,102076.0,1,Presencial,3.795,3,Hombre,Portal Web,4,6/02/1974,309483,80.0,67,13/09/2015,Casado,0
102282,102103.0,1,Presencial,1.82,2,Hombre,Referidos,7,26/07/1972,641369,80.0,74,8/12/2018,Soltero,0
103910,102057.0,1,Presencial,2.235,3,Mujer,Portal Web,11,18/04/1972,637557,80.0,74,29/09/2014,Divorciado,1
103098,102106.0,1,Presencial,2.065,3,Hombre,Referidos,6,19/10/1966,798235,80.0,70,21/10/2019,Viudo,0
101049,102156.0,1,Presencial,1.495,2,Hombre,Portal Web,1,25/07/2000,123801,79.0,87,19/04/2023,Soltero,1
101219,102132.0,1,Presencial,2.83,14,Mujer,Linkedin,2,7/07/1999,136298,79.0,72,2/01/2022,Soltero,1
101067,102036.0,1,Presencial,1.07,2,Mujer,Portal Web,4,4/11/1986,373198,79.0,79,23/06/2012,Casado,0
100400,102128.0,1,Presencial,1.565,1,Mujer,Portal Web,4,29/06/1982,453073,79.0,72,15/07/2021,Casado,0
101273,102072.0,1,Presencial,1.815,2,Hombre,Portal Web,5,17/02/1977,268655,79.0,84,6/09/2017,Soltero,0
100442,102041.0,1,Presencial,2.205,1,Mujer,Linkedin,3,22/04/1977,267015,79.0,78,11/04/2012,Casado,0
101034,102069.0,1,Presencial,3.6,5,Hombre,Linkedin,4,8/01/1971,682171,79.0,83,1/01/2015,Viudo,0
100029,102169.0,1,Presencial,1.74,1,Mujer,Referidos,13,9/09/1967,738625,79.0,75,7/03/2023,Divorciado,0
100774,102078.0,1,Presencial,2.325,1,Mujer,Referidos,4,12/12/1967,739604,79.0,83,3/04/2017,Viudo,0
101420,102108.0,1,Presencial,4.6,1,Hombre,Linkedin,14,21/02/1963,916659,79.0,80,19/04/2018,Divorciado,0
103736,102049.0,1,Presencial,6.04,3,Hombre,Ferias & Networking,1,5/12/2000,122832,79.0,78,30/06/2013,Soltero,1
103676,102153.0,1,Presencial,5.875,1,Mujer,Portal Web,6,29/11/1993,228661,79.0,78,8/08/2022,Soltero,0
102787,102101.0,1,Presencial,1.26,12,Hombre,Portal Web,15,11/06/1973,307379,79.0,66,9/10/2017,Divorciado,0
102283,102031.0,1,Presencial,5.4,0,Hombre,Ferias & Networking,5,30/07/1969,700010,79.0,79,31/01/2013,Soltero,0
103106,102078.0,1,Presencial,2.34,1,Mujer,Referidos,4,12/01/1968,738413,79.0,83,3/04/2017,Viudo,1
101327,102059.0,1,Presencial,5.785,0,Hombre,Ferias & Networking,2,2/09/2001,101480,78.0,77,13/01/2017,Soltero,0
101223,102049.0,1,Presencial,2.48,1,Mujer,Referidos,2,3/07/2000,117721,78.0,85,1/11/2014,Soltero,0
101537,102124.0,1,Presencial,3.515,2,Mujer,Portal Web,1,26/03/1997,164273,78.0,61,26/04/2021,Soltero,0
101060,102161.0,1,Presencial,2.14,13,Hombre,Linkedin,2,7/06/1996,181063,78.0,79,2/06/2023,Soltero,1
100490,102153.0,1,Presencial,5.86,1,Mujer,Portal Web,6,23/08/1993,233959,78.0,78,7/08/2022,Soltero,0
100409,102129.0,1,Presencial,1.22,2,Hombre,Portal Web,6,24/07/1990,292105,78.0,71,13/03/2021,Casado,0
101294,102066.0,1,Presencial,1.725,3,Mujer,Portal Web,6,3/07/1990,290069,78.0,84,17/05/2016,Soltero,1
101484,102044.0,1,Presencial,1.395,0,Hombre,Linkedin,3,1/07/1990,289841,78.0,81,26/03/2013,Soltero,0
100814,102123.0,1,Presencial,2.485,10,Hombre,Linkedin,6,27/09/1989,308121,78.0,69,6/11/2019,Soltero,1
100262,102100.0,1,Presencial,2.38,3,Mujer,Linkedin,4,4/05/1984,408396,78.0,71,14/02/2019,Soltero,1
100150,102124.0,1,Presencial,4.26,1,Mujer,Linkedin,3,18/04/1983,430564,78.0,77,23/10/2019,Casado,0
101248,102122.0,1,Presencial,2.265,1,Mujer,Linkedin,8,21/08/1976,275455,78.0,63,6/02/2021,Divorciado,1
101561,102110.0,1,Presencial,1.005,2,Hombre,Ferias & Networking,5,17/06/1976,275577,78.0,72,23/08/2018,Soltero,1
100567,102076.0,1,Presencial,5.25,1,Hombre,Portal Web,9,14/02/1972,634466,78.0,82,10/04/2016,Viudo,0
101839,102139.0,1,Presencial,2.15,0,Mujer,Linkedin,11,31/08/1969,698796,78.0,72,18/02/2022,Viudo,0
103085,102055.0,1,Presencial,1.28,1,Hombre,Portal Web,1,27/04/2001,103518,78.0,84,13/05/2016,Soltero,0
103105,102049.0,1,Presencial,6.32,9,Mujer,Linkedin,1,18/02/2001,100236,78.0,76,24/10/2013,Soltero,1
103695,102126.0,1,Presencial,5.495,1,Hombre,Portal Web,2,9/06/1998,144375,78.0,83,2/08/2020,Soltero,1
103881,102161.0,1,Presencial,2.125,12,Hombre,Linkedin,2,19/05/1996,184766,78.0,79,2/06/2023,Soltero,1
103728,102016.0,1,Presencial,1.92,2,Mujer,Portal Web,6,25/11/1991,271582,78.0,83,7/11/2012,Soltero,0
102349,102044.0,1,Presencial,1.38,0,Hombre,Linkedin,3,28/07/1990,286836,78.0,81,27/03/2013,Soltero,0
102801,102141.0,1,Presencial,7.755,1,Mujer,Portal Web,6,10/01/1988,350759,78.0,72,6/08/2020,Soltero,0
102705,102040.0,1,Presencial,2.41,3,Hombre,Linkedin,4,27/07/1986,372186,78.0,75,28/03/2012,Casado,0
102439,102041.0,1,Presencial,2.745,0,Mujer,Portal Web,2,29/09/1985,387041,78.0,74,23/09/2013,Casado,0
102892,102100.0,1,Presencial,2.405,3,Mujer,Linkedin,4,18/06/1984,404773,78.0,71,14/02/2019,Soltero,1
102411,102124.0,1,Presencial,4.285,1,Mujer,Linkedin,3,16/04/1983,427201,78.0,77,25/10/2019,Casado,1
102647,102111.0,1,Presencial,5.55,7,Mujer,Portal Web,3,21/08/1983,425041,78.0,80,2/12/2018,Casado,0
102310,102037.0,1,Presencial,5.125,3,Mujer,Ferias & Networking,9,10/12/1982,449080,78.0,68,18/10/2014,Casado,0
104133,102141.0,1,Presencial,3.31,2,Hombre,Linkedin,12,9/03/1980,491633,78.0,62,28/11/2021,Soltero,0
102732,102070.0,1,Presencial,2.79,7,Mujer,Portal Web,5,30/12/1976,275840,78.0,72,27/01/2017,Casado,0
103165,102070.0,1,Presencial,2.255,2,Mujer,Portal Web,10,10/09/1975,292064,78.0,74,12/04/2015,Soltero,0
103145,102069.0,1,Presencial,1.92,1,Mujer,Linkedin,13,20/12/1973,303520,78.0,74,26/07/2014,Divorciado,0
103656,102022.0,1,Presencial,2.065,1,Mujer,Portal Web,5,21/09/1970,674537,78.0,70,3/10/2012,Viudo,0
103458,102146.0,1,Presencial,1.64,3,Hombre,Portal Web,8,1/09/1967,738801,78.0,75,17/10/2021,Casado,1
103396,102040.0,1,Presencial,1.64,7,Mujer,Portal Web,10,23/06/1967,897472,78.0,72,13/06/2012,Divorciado,0
103438,102096.0,1,Presencial,4.955,1,Hombre,Ferias & Networking,11,8/04/1966,920051,78.0,80,24/04/2019,Soltero,0
100522,102078.0,1,Presencial,1.975,1,Hombre,Referidos,5,22/11/1995,185650,77.0,78,17/02/2018,Soltero,0
100160,102040.0,1,Presencial,6.8,3,Hombre,Ferias & Networking,5,26/09/1992,247545,77.0,80,4/10/2013,Casado,0
100312,102111.0,1,Presencial,1.84,3,Mujer,Portal Web,3,3/02/1988,329702,77.0,77,18/08/2019,Casado,0
100835,102141.0,1,Presencial,7.725,2,Mujer,Portal Web,6,12/12/1987,345319,77.0,72,6/08/2020,Soltero,1
101624,102040.0,1,Presencial,1.71,7,Mujer,Linkedin,7,8/03/1987,370758,77.0,70,1/07/2015,Soltero,0
100137,102137.0,1,Presencial,1.265,0,Hombre,Portal Web,6,4/06/1986,373293,77.0,62,6/01/2021,Soltero,1
101783,102041.0,1,Presencial,2.745,1,Mujer,Linkedin,3,4/11/1985,387158,77.0,74,23/09/2013,Casado,0
100093,102114.0,1,Presencial,0.225,2,Mujer,Linkedin,4,23/06/1983,828359,77.0,75,6/08/2020,Soltero,0
101678,102111.0,1,Presencial,5.515,6,Mujer,Portal Web,3,8/09/1983,429269,77.0,80,2/12/2018,Casado,0
101440,102037.0,1,Presencial,5.125,3,Mujer,Ferias & Networking,9,20/03/1983,445786,77.0,68,17/10/2014,Casado,0
100648,102119.0,1,Presencial,3.53,3,Mujer,Referidos,6,4/07/1978,259696,77.0,69,23/12/2018,Casado,0
100106,102070.0,1,Presencial,2.8,7,Mujer,Portal Web,5,27/11/1976,275494,77.0,72,29/01/2017,Casado,0
100144,102133.0,1,Presencial,2.825,1,Hombre,Ferias & Networking,7,13/09/1974,298131,77.0,74,15/05/2021,Viudo,0
101709,102089.0,1,Presencial,1.39,1,Hombre,Referidos,8,14/02/1974,309437,77.0,85,30/10/2018,Divorciado,0
101659,102114.0,1,Presencial,3.585,1,Mujer,Portal Web,4,21/02/1974,308810,77.0,77,23/09/2018,Divorciado,0
101460,102035.0,1,Presencial,1.985,1,Hombre,Portal Web,16,30/06/1969,821278,77.0,78,25/11/2013,Soltero,0
101406,102146.0,1,Presencial,1.645,2,Hombre,Portal Web,8,29/09/1967,738056,77.0,75,15/10/2021,Casado,0
101788,102069.0,1,Presencial,1.625,3,Mujer,Ferias & Networking,9,2/05/1966,840026,77.0,66,2/02/2016,Soltero,0
103064,102059.0,1,Presencial,5.775,1,Hombre,Ferias & Networking,2,17/10/2001,96316,77.0,77,14/01/2017,Soltero,0
102915,102110.0,1,Presencial,7.07,0,Mujer,Portal Web,2,15/11/2000,116237,77.0,77,25/04/2018,Soltero,0
102582,102049.0,1,Presencial,2.52,2,Mujer,Referidos,2,22/07/2000,122530,77.0,85,3/11/2014,Soltero,0
103833,102067.0,1,Presencial,1.245,8,Hombre,Linkedin,3,24/11/1993,233426,77.0,75,12/08/2014,Divorciado,0
103535,102062.0,1,Presencial,2.245,0,Hombre,Linkedin,5,27/05/1993,227725,77.0,75,5/08/2014,Soltero,1
103743,102172.0,1,Presencial,2.155,1,Mujer,Ferias & Networking,4,17/08/1992,249310,77.0,75,15/08/2022,Casado,1
102615,102040.0,1,Presencial,6.805,2,Hombre,Ferias & Networking,5,25/12/1992,246872,77.0,80,2/10/2013,Casado,0
102653,102168.0,1,Presencial,4.41,1,Hombre,Portal Web,5,2/10/1985,385794,77.0,74,28/03/2023,Soltero,0
103605,102137.0,1,Presencial,2.205,1,Mujer,Portal Web,7,4/12/1985,385124,77.0,83,12/10/2020,Casado,0
102341,102151.0,1,Presencial,3.63,2,Hombre,Ferias & Networking,8,22/02/1984,424546,77.0,78,15/11/2021,Casado,0
103596,102110.0,1,Presencial,1.0,2,Hombre,Ferias & Networking,5,3/08/1976,279098,77.0,72,24/08/2018,Soltero,1
102244,102075.0,1,Presencial,1.725,1,Hombre,Portal Web,13,13/05/1974,297808,77.0,81,31/03/2018,Viudo,0
102180,102076.0,1,Presencial,5.29,0,Hombre,Portal Web,7,3/05/1972,638066,77.0,82,11/04/2016,Viudo,0
102206,102031.0,1,Presencial,1.895,1,Hombre,Portal Web,7,25/01/1971,677126,77.0,82,18/07/2014,Divorciado,0
103081,102068.0,1,Presencial,2.04,1,Mujer,Portal Web,9,20/03/1969,718339,77.0,79,12/08/2016,Casado,0
103255,102069.0,1,Presencial,1.62,3,Mujer,Ferias & Networking,9,20/06/1966,838800,77.0,66,4/02/2016,Casado,0
100899,102172.0,1,Presencial,1.37,6,Hombre,Portal Web,2,28/11/2002,81057,76.0,72,7/02/2023,Soltero,0
101038,102097.0,1,Presencial,1.675,9,Mujer,Portal Web,1,2/04/2000,122980,76.0,74,12/03/2017,Soltero,1
101682,102098.0,1,Presencial,4.72,0,Hombre,Headhunter,2,2/11/1998,141222,76.0,75,15/08/2018,Soltero,0
100275,102046.0,1,Presencial,7.01,2,Hombre,Portal Web,4,26/07/1998,147511,76.0,72,10/01/2015,Soltero,1
100717,102137.0,1,Presencial,2.185,1,Mujer,Portal Web,7,26/09/1985,385791,76.0,83,12/10/2020,Casado,0
100747,102120.0,1,Presencial,2.51,2,Mujer,Ferias & Networking,5,25/07/1985,393173,76.0,69,27/03/2020,Soltero,1
100877,102142.0,1,Presencial,2.915,1,Mujer,Referidos,7,7/02/1984,426080,76.0,86,18/12/2022,Casado,0
100027,102111.0,1,Presencial,4.325,1,Hombre,Linkedin,4,21/11/1981,466435,76.0,87,2/04/2018,Casado,0
100513,102111.0,1,Presencial,5.545,2,Mujer,Linkedin,3,18/08/1978,257397,76.0,69,3/11/2019,Casado,0
100267,102021.0,1,Presencial,2.475,1,Hombre,Linkedin,10,9/03/1977,401939,76.0,66,20/09/2013,Casado,0
100710,102071.0,1,Presencial,6.25,0,Mujer,Ferias & Networking,5,11/05/1976,444629,76.0,59,1/10/2017,Casado,0
101636,102058.0,1,Presencial,3.58,1,Hombre,Referidos,7,2/04/1972,837526,76.0,78,23/07/2016,Soltero,0
100955,102066.0,1,Presencial,1.65,1,Hombre,Referidos,3,21/06/1970,679158,76.0,69,19/05/2014,Viudo,0
100429,102123.0,1,Presencial,1.58,1,Mujer,Ferias & Networking,18,13/11/1968,722463,76.0,75,14/01/2021,Casado,0
100146,102044.0,1,Presencial,4.33,2,Hombre,Linkedin,5,24/01/1966,919389,76.0,65,6/05/2014,Casado,0
104014,102080.0,1,Presencial,2.68,3,Hombre,Linkedin,3,21/10/1998,146458,76.0,78,15/12/2018,Soltero,1
102748,102076.0,1,Presencial,2.14,2,Hombre,Portal Web,4,25/10/1994,213058,76.0,72,25/04/2016,Casado,0
103478,102035.0,1,Presencial,5.06,2,Mujer,Portal Web,4,17/09/1987,345507,76.0,71,21/01/2014,Casado,0
104004,102120.0,1,Presencial,2.52,2,Mujer,Ferias & Networking,5,5/08/1985,385712,76.0,69,29/03/2020,Soltero,1
103831,102138.0,1,Presencial,2.97,6,Mujer,Portal Web,4,24/07/1984,412893,76.0,71,22/12/2020,Soltero,1
103104,102142.0,1,Presencial,2.91,1,Mujer,Referidos,7,30/12/1983,426050,76.0,86,21/12/2022,Casado,0
103236,102087.0,1,Presencial,1.195,2,Mujer,Portal Web,4,3/05/1983,804977,76.0,79,6/06/2018,Casado,0
102612,102073.0,1,Presencial,5.445,2,Hombre,Portal Web,4,6/08/1982,449192,76.0,72,27/02/2017,Casado,0
102608,102132.0,1,Presencial,2.845,0,Hombre,Linkedin,4,22/09/1981,468320,76.0,79,20/12/2019,Soltero,0
102750,102071.0,1,Presencial,6.28,1,Mujer,Ferias & Networking,5,13/04/1976,446936,76.0,59,30/09/2017,Casado,0
102522,102133.0,1,Presencial,2.825,1,Hombre,Ferias & Networking,7,25/07/1974,300722,76.0,74,13/05/2021,Viudo,0
104117,102100.0,1,Presencial,1.78,1,Hombre,Ferias & Networking,10,21/10/1974,388225,76.0,83,18/07/2019,Soltero,1
102539,102066.0,1,Presencial,1.655,1,Hombre,Referidos,3,13/05/1970,675741,76.0,69,21/05/2014,Viudo,0
100580,102078.0,1,Presencial,3.26,2,Mujer,Linkedin,3,9/10/2000,115949,75.0,75,21/07/2018,Soltero,1
101230,102080.0,1,Presencial,2.685,2,Hombre,Linkedin,3,21/10/1998,145990,75.0,78,16/12/2018,Soltero,1
100089,102061.0,1,Presencial,2.31,0,Hombre,Headhunter,8,23/12/1990,291776,75.0,77,21/06/2015,Casado,0
100030,102078.0,1,Presencial,5.035,5,Hombre,Portal Web,5,10/08/1986,367364,75.0,72,19/10/2017,Casado,0
100958,102087.0,1,Presencial,1.23,2,Mujer,Portal Web,4,13/06/1983,808481,75.0,79,6/06/2018,Casado,0
101944,102073.0,1,Presencial,5.455,2,Hombre,Portal Web,4,13/09/1982,453162,75.0,72,26/02/2017,Soltero,0
100767,102026.0,1,Presencial,1.1,1,Mujer,Linkedin,13,22/12/1977,406584,75.0,79,27/07/2012,Casado,0
101333,102110.0,1,Presencial,2.055,1,Mujer,Portal Web,3,25/10/1975,285594,75.0,76,18/04/2018,Soltero,0
100619,102117.0,1,Presencial,1.965,4,Mujer,Portal Web,5,18/04/1974,294237,75.0,62,14/09/2021,Soltero,0
101178,102100.0,1,Presencial,1.825,1,Hombre,Portal Web,10,3/12/1974,385364,75.0,83,20/07/2019,Soltero,1
102929,102172.0,1,Presencial,1.375,6,Hombre,Portal Web,2,19/02/2003,77382,75.0,72,9/02/2023,Soltero,0
103234,102085.0,1,Presencial,0.985,1,Mujer,Ferias & Networking,1,2/11/2001,95752,75.0,76,13/08/2016,Divorciado,1
103089,102098.0,1,Presencial,4.73,1,Hombre,Headhunter,2,2/01/1999,146451,75.0,75,17/08/2018,Soltero,0
103906,102112.0,1,Presencial,3.035,1,Mujer,Portal Web,4,23/03/1996,189069,75.0,82,3/02/2019,Soltero,1
102182,102061.0,1,Presencial,2.345,0,Hombre,Headhunter,8,5/11/1990,292407,75.0,77,22/06/2015,Casado,0
102413,102023.0,1,Presencial,0.415,2,Hombre,Portal Web,5,13/03/1988,353625,75.0,80,11/08/2012,Soltero,0
103713,102093.0,1,Presencial,2.495,2,Hombre,Ferias & Networking,6,5/01/1988,346384,75.0,83,9/03/2019,Soltero,1
102881,102085.0,1,Presencial,3.99,1,Mujer,Referidos,3,21/10/1986,365632,75.0,76,2/04/2016,Casado,1
103604,102075.0,1,Presencial,2.81,2,Mujer,Referidos,10,27/02/1985,404731,75.0,78,1/02/2017,Divorciado,0
102624,102144.0,1,Presencial,3.345,2,Mujer,Portal Web,13,20/01/1980,506029,75.0,71,24/08/2022,Casado,0
102872,102078.0,1,Presencial,3.79,9,Hombre,Linkedin,8,2/04/1974,295026,75.0,66,6/08/2016,Casado,1
102652,102058.0,1,Presencial,3.62,1,Hombre,Referidos,7,30/04/1972,835090,75.0,78,22/07/2016,Soltero,0
101262,102112.0,1,Presencial,3.03,0,Mujer,Portal Web,4,8/03/1996,184158,74.0,82,6/02/2019,Soltero,1
101196,102050.0,1,Presencial,4.475,3,Hombre,Portal Web,2,25/01/1989,312568,74.0,75,25/10/2014,Casado,0
100633,102023.0,1,Presencial,0.425,1,Hombre,Portal Web,5,18/02/1988,353350,74.0,80,11/08/2012,Soltero,0
101774,102121.0,1,Presencial,2.855,3,Hombre,Portal Web,4,26/01/1974,407036,74.0,64,3/04/2019,Soltero,1
100831,102129.0,1,Presencial,2.02,14,Hombre,Linkedin,14,6/05/1970,682336,74.0,79,17/09/2022,Soltero,1
102791,102121.0,1,Presencial,2.83,3,Hombre,Portal Web,4,1/01/1974,409104,74.0,64,3/04/2019,Soltero,0
102453,102057.0,1,Presencial,3.37,3,Hombre,Linkedin,10,13/12/1971,753545,74.0,84,28/01/2015,Viudo,0
103247,102076.0,1,Presencial,5.725,0,Hombre,Linkedin,3,20/04/1969,754798,74.0,80,28/01/2017,Viudo,0
103894,102125.0,1,Presencial,3.455,1,Hombre,Portal Web,18,26/07/1966,833565,74.0,82,5/03/2022,Soltero,1
101285,102027.0,1,Presencial,2.85,1,Hombre,Portal Web,5,7/07/1986,370561,73.0,76,12/09/2013,Casado,0
100306,102149.0,1,Presencial,6.92,8,Hombre,Portal Web,4,29/05/1975,401007,73.0,69,17/01/2022,Soltero,1
104013,102149.0,1,Presencial,6.935,8,Hombre,Portal Web,4,13/03/1975,399609,73.0,69,17/01/2022,Soltero,0
103896,102129.0,1,Presencial,2.005,15,Hombre,Linkedin,14,28/06/1970,675702,73.0,79,18/09/2022,Soltero,1
101633,102050.0,1,Presencial,2.28,11,Mujer,Portal Web,1,28/02/1996,183395,72.0,64,6/01/2016,Casado,0
100028,102028.0,1,Presencial,3.34,2,Hombre,Ferias & Networking,1,13/10/2001,97124,71.0,83,12/06/2012,Soltero,0
100242,102045.0,1,Presencial,3.8,4,Mujer,Portal Web,3,7/08/1996,182188,71.0,82,31/05/2014,Casado,1
101375,102014.0,1,Presencial,2.395,3,Mujer,Linkedin,4,27/03/1996,186475,71.0,78,4/04/2013,Soltero,0
101756,102107.0,1,Presencial,4.665,2,Mujer,Portal Web,3,15/03/1993,232203,71.0,66,9/08/2020,Soltero,0
100482,102118.0,1,Presencial,2.29,1,Hombre,Linkedin,5,8/03/1989,309109,71.0,67,24/06/2020,Divorciado,0
100022,102142.0,1,Presencial,2.14,10,Mujer,Linkedin,5,3/11/1988,333295,71.0,86,20/04/2022,Casado,0
101790,102148.0,1,Presencial,1.81,4,Mujer,Linkedin,8,25/12/1976,431298,71.0,70,4/01/2022,Casado,0
101211,102109.0,1,Presencial,5.565,0,Mujer,Portal Web,7,15/05/1964,876534,71.0,78,28/09/2018,Casado,0
103925,102045.0,1,Presencial,3.79,4,Mujer,Portal Web,3,6/08/1996,187831,71.0,82,31/05/2014,Casado,1
103784,102118.0,1,Presencial,2.31,1,Hombre,Linkedin,5,4/05/1989,312916,71.0,67,26/06/2020,Divorciado,1
102321,102080.0,1,Presencial,1.66,11,Mujer,Linkedin,6,16/10/1986,372176,71.0,82,2/08/2016,Casado,0
102579,102163.0,1,Presencial,5.125,2,Hombre,Portal Web,7,27/07/1978,380619,71.0,82,18/04/2023,Casado,0
102186,102055.0,1,Presencial,1.585,2,Hombre,Ferias & Networking,8,31/03/1969,716851,71.0,76,10/08/2014,Viudo,0
102519,102147.0,1,Presencial,1.795,13,Hombre,Headhunter,4,20/05/1965,914007,71.0,80,19/11/2022,Casado,0
100431,102078.0,1,Presencial,4.285,2,Mujer,Linkedin,2,11/09/2002,84434,70.0,72,5/08/2018,Soltero,0
100680,102117.0,1,Presencial,3.28,0,Mujer,Ferias & Networking,6,1/02/1991,288614,70.0,74,22/05/2020,Soltero,0
100238,102120.0,1,Presencial,1.93,9,Hombre,Linkedin,6,26/06/1990,289362,70.0,80,1/04/2020,Casado,0
101001,102036.0,1,Presencial,1.965,10,Hombre,Linkedin,5,20/05/1989,310202,70.0,75,2/02/2014,Casado,0
101194,102080.0,1,Presencial,1.64,11,Mujer,Linkedin,6,10/09/1986,372625,70.0,82,31/07/2016,Casado,1
100887,102055.0,1,Presencial,1.55,1,Hombre,Ferias & Networking,10,16/03/1969,721528,70.0,76,13/08/2014,Viudo,0
103874,102014.0,1,Presencial,2.41,2,Mujer,Linkedin,4,11/03/1996,186280,70.0,78,6/04/2013,Soltero,0
102871,102170.0,1,Presencial,3.165,3,Mujer,Portal Web,2,2/12/1994,210994,70.0,75,13/03/2023,Soltero,0
103291,102120.0,1,Presencial,1.91,8,Hombre,Linkedin,6,26/06/1990,289312,70.0,80,30/03/2020,Casado,0
102385,102108.0,1,Presencial,2.38,2,Mujer,Referidos,7,13/07/1985,390438,70.0,65,7/02/2018,Soltero,0
102252,102109.0,1,Presencial,5.55,1,Mujer,Portal Web,7,31/05/1964,879418,70.0,78,27/09/2018,Casado,0
100153,102170.0,1,Presencial,3.15,2,Mujer,Portal Web,2,21/10/1994,211242,69.0,75,13/03/2023,Soltero,0
101052,102037.0,1,Presencial,1.975,2,Hombre,Referidos,4,12/07/1987,351380,69.0,68,16/05/2013,Casado,0
